PassengerId,Survived,Probability
892,0,0.10396656212814075
893,0,0.39560863274477903
894,0,0.23794189743167196
895,0,0.2948933450092054
896,1,0.7109801766901906
897,0,0.08733674059108774
898,1,0.5296717827054397
899,0,0.15786112034333213
900,1,0.9466773220524612
901,0,0.10225411401147097
902,0,0.09283513349919416
903,0,0.0568332212283801
904,1,0.9665091543805273
905,0,0.11141429917648675
906,1,0.9626162181902139
907,1,0.9557179118752654
908,0,0.08780082159955219
909,0,0.29655384197971946
910,1,0.7682196844981524
911,1,0.6116984642006043
912,0,0.13862307543514266
913,1,0.5896916020698191
914,1,0.9644137108834545
915,0,0.06466724526210518
916,1,0.9847781329419297
917,0,0.06134765869772213
918,1,0.9665916450342329
919,0,0.29655384197971946
920,0,0.2821029851570046
921,0,0.1040689196053257
922,0,0.06134765869772213
923,0,0.10552695767047815
924,1,0.8117944590441964
925,0,0.07057946159207072
926,0,0.37363040310209245
927,0,0.2803550900599082
928,0,0.2582633621438673
929,0,0.19964261298145905
930,0,0.09513058658525454
931,0,0.4022050972507572
932,0,0.08050704479463949
933,0,0.26488108699193125
934,0,0.1347819745507922
935,1,0.9518504674651402
936,1,0.9778564673270872
937,0,0.14176259564059815
938,0,0.17118134080961464
939,0,0.1274370633825805
940,1,0.9744158285936865
941,1,0.8207050743011438
942,0,0.19112251472063127
943,0,0.18221965385070654
944,1,0.9629215572861362
945,1,0.9679410200200683
946,0,0.1040689196053257
947,0,0.07546268971130507
948,0,0.08401546227357193
949,0,0.09167353694144417
950,0,0.1040689196053257
951,1,0.9683429903446148
952,0,0.0967097848699226
953,0,0.12881984820311201
954,0,0.1285125011018465
955,1,0.8173128104133771
956,0,0.1914109648139323
957,1,0.8993690867016815
958,1,0.5099809858418982
959,0,0.04101505521483007
960,0,0.28076887727884753
961,1,0.9701972328333451
962,1,0.5350831764030484
963,0,0.09657351452053706
964,1,0.7005931391063077
965,0,0.26488108699193125
966,1,0.9683429903446148
967,0,0.20832476251077642
968,0,0.09532578634689931
969,1,0.9715799974471425
970,0,0.11177771973268208
971,1,0.5350831764030484
972,1,0.9284322888217849
973,0,0.08324179655320003
974,0,0.06134765869772213
975,0,0.09283513349919416
976,0,0.1040689196053257
977,0,0.1040689196053257
978,1,0.7212967430868025
979,0,0.2431474544011268
980,1,0.691608400388969
981,1,0.9160086191178114
982,0,0.40468184903824983
983,0,0.1274370633825805
984,1,0.9572320214698751
985,0,0.09532578634689931
986,0,0.10225411401147097
987,0,0.1498567558966403
988,1,0.9530179005969868
989,0,0.1575190628641937
990,0,0.49052759387322953
991,0,0.0803019192157461
992,1,0.9778564673270872
993,0,0.14296479623562913
994,0,0.1274370633825805
995,0,0.12960712305003744
996,0,0.39967909794277107
997,0,0.1040689196053257
998,0,0.10890975096929277
999,0,0.1274370633825805
1000,0,0.09532578634689931
1001,0,0.2188419783596297
1002,0,0.0946182408527169
1003,1,0.6517654438868833
1004,1,0.9648583025522004
1005,1,0.8799667981961828
1006,1,0.9822405320883435
1007,0,0.08710436325786353
1008,0,0.046796475781898654
1009,1,0.6056378513123709
1010,0,0.38512202191520073
1011,1,0.9670627862314904
1012,1,0.8894421401245458
1013,0,0.1274370633825805
1014,1,0.9683429903446148
1015,0,0.07732960566434334
1016,0,0.1274370633825805
1017,1,0.6250005486784432
1018,0,0.1498567558966403
1019,1,0.791910997425788
1020,0,0.0946182408527169
1021,0,0.09513058658525454
1022,0,0.11827181847650087
1023,0,0.15624859956201514
1024,0,0.05734599309288396
1025,0,0.046796475781898654
1026,0,0.09056814388708291
1027,0,0.10890975096929277
1028,0,0.12962257463976787
1029,0,0.11123545894853852
1030,0,0.19964261298145905
1031,0,0.04397153324766115
1032,0,0.044557339415621254
1033,1,0.9683429903446148
1034,0,0.19272055219884685
1035,0,0.1040689196053257
1036,0,0.10336161044553731
1037,0,0.11177771973268208
1038,0,0.17607135086298817
1039,0,0.09513058658525454
1040,0,0.11357604383548318
1041,0,0.08907749557126005
1042,1,0.9665916450342329
1043,0,0.09283513349919416
1044,0,0.06134765869772213
1045,1,0.7249976567094714
1046,0,0.09453284976073184
1047,0,0.1200580739633631
1048,1,0.9703355958833734
1049,0,0.4504088722815548
1050,0,0.24568804894744298
1051,1,0.6625555276299436
1052,1,0.8281420328619603
1053,1,0.7114830073918251
